"","Camera","Species","Events","Effort","X","Y","Goats","Kernel_cam","Kernel_gps","Kernel_todos","RAIeRalt"
"1","C1T2P1","Bas_ast",0,89,693084,2009327,0,0.2,0,0,0
"2","C1T2P1","Can_lat",0,89,693084,2009327,0,0.2,0,0,0
"3","C1T2P1","Nas_nar",0,89,693084,2009327,0,0.2,0,0,0
"4","C1T2P1","Syl_flo",6,89,693084,2009327,0,0.2,0,0,6.74
"5","C1T2P1","Con_leu",0,89,693084,2009327,0,0.2,0,0,0
"6","C1T2P1","Lin_ruf",0,89,693084,2009327,0,0.2,0,0,0
"7","C1T2P1","Pro_lot",0,89,693084,2009327,0,0.2,0,0,0
"8","C1T2P1","Odo_vir",7,89,693084,2009327,0,0.2,0,0,7.87
"9","C1T2P1","Pec_taj",0,89,693084,2009327,0,0.2,0,0,0
"10","C1T2P1","Spi_put",0,89,693084,2009327,0,0.2,0,0,0
"11","C1T2P1","Mep_mac",0,89,693084,2009327,0,0.2,0,0,0
"12","C1T2P1","Uro_cin",10,89,693084,2009327,0,0.2,0,0,11.24
"13","C1T2P1","Can_fam",0,89,693084,2009327,0,0.2,0,0,0
"14","C1T2P1","Cap_aeg",0,89,693084,2009327,0,0.2,0,0,0
"15","C1T2P1","Fel_cat",0,89,693084,2009327,0,0.2,0,0,0
"16","C1T2P21","Bas_ast",0,89,693961,2009940,0,0,0,0,0
"17","C1T2P21","Can_lat",1,89,693961,2009940,0,0,0,0,1.12
"18","C1T2P21","Nas_nar",0,89,693961,2009940,0,0,0,0,0
"19","C1T2P21","Syl_flo",20,89,693961,2009940,0,0,0,0,22.47
"20","C1T2P21","Con_leu",1,89,693961,2009940,0,0,0,0,1.12
"21","C1T2P21","Lin_ruf",1,89,693961,2009940,0,0,0,0,1.12
"22","C1T2P21","Pro_lot",0,89,693961,2009940,0,0,0,0,0
"23","C1T2P21","Odo_vir",10,89,693961,2009940,0,0,0,0,11.24
"24","C1T2P21","Pec_taj",5,89,693961,2009940,0,0,0,0,5.62
"25","C1T2P21","Spi_put",0,89,693961,2009940,0,0,0,0,0
"26","C1T2P21","Mep_mac",0,89,693961,2009940,0,0,0,0,0
"27","C1T2P21","Uro_cin",2,89,693961,2009940,0,0,0,0,2.25
"28","C1T2P21","Can_fam",0,89,693961,2009940,0,0,0,0,0
"29","C1T2P21","Cap_aeg",0,89,693961,2009940,0,0,0,0,0
"30","C1T2P21","Fel_cat",0,89,693961,2009940,0,0,0,0,0
"31","C1T6P1","Bas_ast",0,88,692479,2010184,0,0,0,0,0
